Data;Estagio;Precipitacao;ET0;KC;CAD_Max;FatorF_Estresse;CAD_Estresse;FatorF_Otimizado;CAD_Otimizado
43973;Formacao;0.00;3.10;0.60;30.00;0.50;15.00;0.30;21.00
43974;Formacao;10.00;2.80;0.60;30.00;0.50;15.00;0.30;21.00
43975;Formacao;22.60;0.70;0.60;30.00;0.50;15.00;0.30;21.00
43978;Formacao;0.00;2.90;0.60;30.00;0.50;15.00;0.30;21.00
43981;Formacao;0.00;3.00;0.60;30.00;0.50;15.00;0.30;21.00
43982;Formacao;0.00;3.00;0.60;30.00;0.50;15.00;0.30;21.00
44033;Formacao;0.00;3.10;0.60;30.00;0.50;15.00;0.30;21.00
44034;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
44035;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
44036;Formacao;0.00;3.10;0.60;30.00;0.50;15.00;0.30;21.00
44037;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
44038;Formacao;0.00;3.10;0.60;30.00;0.50;15.00;0.30;21.00
44039;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
44040;Formacao;0.00;2.50;0.60;30.00;0.50;15.00;0.30;21.00
44041;Formacao;0.00;2.80;0.60;30.00;0.50;15.00;0.30;21.00
44042;Formacao;0.00;2.80;0.60;30.00;0.50;15.00;0.30;21.00
44043;Formacao;0.00;2.70;0.60;30.00;0.50;15.00;0.30;21.00
44044;Formacao;0.00;2.90;0.60;30.00;0.50;15.00;0.30;21.00
44045;Formacao;0.00;2.30;0.60;30.00;0.50;15.00;0.30;21.00
44046;Formacao;0.00;3.10;0.60;30.00;0.50;15.00;0.30;21.00
44047;Formacao;0.00;3.30;0.60;30.00;0.50;15.00;0.30;21.00
44048;Formacao;0.00;3.40;0.60;30.00;0.50;15.00;0.30;21.00
44049;Formacao;0.00;3.40;0.60;30.00;0.50;15.00;0.30;21.00
44050;Formacao;0.00;3.30;0.60;30.00;0.50;15.00;0.30;21.00
44051;Formacao;0.00;3.40;0.60;30.00;0.50;15.00;0.30;21.00
44052;Formacao;0.00;3.00;0.60;30.00;0.50;15.00;0.30;21.00
44053;Formacao;0.00;3.30;0.60;30.00;0.50;15.00;0.30;21.00
44054;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
44055;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
44056;Formacao;0.00;3.50;0.60;30.00;0.50;15.00;0.30;21.00
44057;Formacao;0.00;3.40;0.60;30.00;0.50;15.00;0.30;21.00
44058;Formacao;0.00;3.50;0.60;30.00;0.50;15.00;0.30;21.00
44059;Formacao;0.00;3.50;0.60;30.00;0.50;15.00;0.30;21.00
44060;Formacao;0.00;2.90;0.60;30.00;0.50;15.00;0.30;21.00
44061;Formacao;0.00;2.60;0.60;30.00;0.50;15.00;0.30;21.00
44062;Formacao;0.00;3.10;0.60;30.00;0.50;15.00;0.30;21.00
44063;Formacao;0.00;3.60;0.60;30.00;0.50;15.00;0.30;21.00
44064;Formacao;1.20;3.30;0.60;30.00;0.50;15.00;0.30;21.00
44066;Formacao;0.00;1.00;0.60;30.00;0.50;15.00;0.30;21.00
44067;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
44068;Formacao;0.00;3.70;0.60;30.00;0.50;15.00;0.30;21.00
44069;Formacao;0.00;3.80;0.60;30.00;0.50;15.00;0.30;21.00
44070;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
44071;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
44072;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
44073;Formacao;0.00;4.10;0.60;30.00;0.50;15.00;0.30;21.00
44074;Formacao;0.00;4.20;0.60;30.00;0.50;15.00;0.30;21.00
44075;Formacao;0.00;4.20;0.60;30.00;0.50;15.00;0.30;21.00
44076;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
44077;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
44078;Formacao;0.00;4.20;0.60;30.00;0.50;15.00;0.30;21.00
44079;Formacao;0.00;4.20;0.60;30.00;0.50;15.00;0.30;21.00
44080;Formacao;0.00;4.30;0.60;30.00;0.50;15.00;0.30;21.00
44081;Formacao;0.00;4.30;0.60;30.00;0.50;15.00;0.30;21.00
44082;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
44083;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
44084;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
44085;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
44086;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
44087;Formacao;0.00;4.30;0.60;30.00;0.50;15.00;0.30;21.00
44088;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
44089;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
44090;Formacao;0.00;3.80;0.60;30.00;0.50;15.00;0.30;21.00
44091;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
44092;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
44093;Formacao;0.00;4.30;0.60;30.00;0.50;15.00;0.30;21.00
44094;Formacao;0.00;2.00;0.60;30.00;0.50;15.00;0.30;21.00
44095;Formacao;0.00;1.70;0.60;30.00;0.50;15.00;0.30;21.00
44096;Formacao;1.00;2.00;0.60;30.00;0.50;15.00;0.30;21.00
44097;Formacao;0.00;1.90;0.60;30.00;0.50;15.00;0.30;21.00
44098;Formacao;0.00;1.80;0.60;30.00;0.50;15.00;0.30;21.00
44099;Formacao;0.00;4.80;0.60;30.00;0.50;15.00;0.30;21.00
44100;Formacao;0.00;4.90;0.60;30.00;0.50;15.00;0.30;21.00
44101;Formacao;0.00;5.00;0.60;30.00;0.50;15.00;0.30;21.00
44102;Formacao;0.00;5.10;0.60;30.00;0.50;15.00;0.30;21.00
44103;Formacao;0.00;4.80;0.60;30.00;0.50;15.00;0.30;21.00
44104;Formacao;0.00;4.70;0.60;30.00;0.50;15.00;0.30;21.00
44105;Formacao;0.00;3.90;0.60;30.00;0.50;15.00;0.30;21.00
44106;Formacao;0.00;4.60;0.60;30.00;0.50;15.00;0.30;21.00
44107;Formacao;0.00;4.90;0.60;30.00;0.50;15.00;0.30;21.00
44108;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
44109;Formacao;0.00;4.70;0.60;30.00;0.50;15.00;0.30;21.00
44110;Formacao;21.60;4.30;0.60;30.00;0.50;15.00;0.30;21.00
44111;Formacao;0.00;4.50;0.60;30.00;0.50;15.00;0.30;21.00
44112;Formacao;0.00;4.50;0.60;30.00;0.50;15.00;0.30;21.00
44113;Formacao;0.20;3.80;0.60;30.00;0.50;15.00;0.30;21.00
44114;Formacao;2.80;1.40;0.60;30.00;0.50;15.00;0.30;21.00
44115;Formacao;0.00;3.30;0.60;30.00;0.50;15.00;0.30;21.00
44116;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
44117;Formacao;0.00;4.10;0.60;30.00;0.50;15.00;0.30;21.00
44118;Formacao;28.40;4.70;0.60;30.00;0.50;15.00;0.30;21.00
44119;Formacao;17.60;3.70;0.60;30.00;0.50;15.00;0.30;21.00
44120;Formacao;0.00;2.00;0.60;30.00;0.50;15.00;0.30;21.00
44121;Formacao;7.00;2.20;0.60;30.00;0.50;15.00;0.30;21.00
44122;Formacao;0.80;4.10;0.60;30.00;0.50;15.00;0.30;21.00
44123;Formacao;3.20;3.60;0.60;30.00;0.50;15.00;0.30;21.00
44124;Formacao;7.20;2.80;0.60;30.00;0.50;15.00;0.30;21.00
44125;Formacao;4.80;1.50;0.60;30.00;0.50;15.00;0.30;21.00
44126;Formacao;0.00;3.00;0.60;30.00;0.50;15.00;0.30;21.00
44127;Formacao;0.00;4.50;0.60;30.00;0.50;15.00;0.30;21.00
44128;Formacao;3.00;3.30;0.60;30.00;0.50;15.00;0.30;21.00
44129;Formacao;16.40;1.10;0.60;30.00;0.50;15.00;0.30;21.00
44130;Formacao;0.20;3.10;0.60;30.00;0.50;15.00;0.30;21.00
44131;Formacao;0.00;3.50;0.60;30.00;0.50;15.00;0.30;21.00
44132;Formacao;0.00;4.10;0.60;30.00;0.50;15.00;0.30;21.00
44133;Formacao;3.80;5.30;0.60;30.00;0.50;15.00;0.30;21.00
44134;Formacao;8.20;3.10;0.60;30.00;0.50;15.00;0.30;21.00
44135;Formacao;0.00;1.70;0.60;30.00;0.50;15.00;0.30;21.00
44136;Formacao;0.00;2.90;0.60;30.00;0.50;15.00;0.30;21.00
44137;Formacao;0.00;4.50;0.60;30.00;0.50;15.00;0.30;21.00
44138;Formacao;1.40;5.00;0.60;30.00;0.50;15.00;0.30;21.00
44139;Formacao;0.00;3.70;0.60;30.00;0.50;15.00;0.30;21.00
44140;Formacao;0.00;4.30;0.60;30.00;0.50;15.00;0.30;21.00
44141;Formacao;0.00;4.90;0.60;30.00;0.50;15.00;0.30;21.00
44142;Formacao;0.00;5.30;0.60;30.00;0.50;15.00;0.30;21.00
44143;Formacao;0.00;5.20;0.60;30.00;0.50;15.00;0.30;21.00
44144;Formacao;0.00;5.30;0.60;30.00;0.50;15.00;0.30;21.00
44145;Formacao;16.40;4.80;0.60;30.00;0.50;15.00;0.30;21.00
44146;Formacao;15.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
44147;Formacao;31.80;3.10;0.60;30.00;0.50;15.00;0.30;21.00
44148;Formacao;12.80;4.60;0.60;30.00;0.50;15.00;0.30;21.00
44149;Formacao;7.80;3.70;0.60;30.00;0.50;15.00;0.30;21.00
44150;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
44151;Formacao;5.00;4.70;0.60;30.00;0.50;15.00;0.30;21.00
44152;Formacao;0.40;3.30;0.60;30.00;0.50;15.00;0.30;21.00
44153;Formacao;1.00;4.50;0.60;30.00;0.50;15.00;0.30;21.00
44154;Formacao;5.60;2.50;0.60;30.00;0.50;15.00;0.30;21.00
44155;Formacao;0.00;3.70;0.60;30.00;0.50;15.00;0.30;21.00
44156;Formacao;0.00;5.00;0.60;30.00;0.50;15.00;0.30;21.00
44157;Formacao;0.60;5.20;0.60;30.00;0.50;15.00;0.30;21.00
44158;Formacao;4.20;4.80;0.60;30.00;0.50;15.00;0.30;21.00
44159;Formacao;0.00;4.10;0.60;30.00;0.50;15.00;0.30;21.00
44160;Formacao;0.20;4.70;0.60;30.00;0.50;15.00;0.30;21.00
44161;Formacao;4.20;4.70;0.60;30.00;0.50;15.00;0.30;21.00
44162;Formacao;0.00;4.80;0.60;30.00;0.50;15.00;0.30;21.00
44163;Formacao;0.00;5.30;0.60;30.00;0.50;15.00;0.30;21.00
44164;Formacao;0.00;5.20;0.60;30.00;0.50;15.00;0.30;21.00
44165;Formacao;0.00;4.90;0.60;30.00;0.50;15.00;0.30;21.00
44166;Formacao;9.20;4.30;0.60;30.00;0.50;15.00;0.30;21.00
44167;Formacao;24.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
44168;Formacao;0.00;1.90;0.60;30.00;0.50;15.00;0.30;21.00
44169;Formacao;0.00;3.60;0.60;30.00;0.50;15.00;0.30;21.00
44170;Formacao;1.00;3.70;0.60;30.00;0.50;15.00;0.30;21.00
44171;Formacao;18.00;2.80;0.60;30.00;0.50;15.00;0.30;21.00
44172;Formacao;1.00;2.80;0.60;30.00;0.50;15.00;0.30;21.00
44173;Formacao;0.40;2.00;0.60;30.00;0.50;15.00;0.30;21.00
44174;Formacao;7.80;3.10;0.60;30.00;0.50;15.00;0.30;21.00
44175;Formacao;0.80;3.80;0.60;30.00;0.50;15.00;0.30;21.00
44176;Formacao;4.20;3.20;0.60;30.00;0.50;15.00;0.30;21.00
44177;Formacao;8.60;1.80;0.60;30.00;0.50;15.00;0.30;21.00
44178;Formacao;12.80;3.20;0.60;30.00;0.50;15.00;0.30;21.00
44179;Formacao;0.80;1.70;0.60;30.00;0.50;15.00;0.30;21.00
44180;Formacao;9.80;3.90;0.60;30.00;0.50;15.00;0.30;21.00
44181;Formacao;1.80;4.60;0.60;30.00;0.50;15.00;0.30;21.00
44182;Formacao;0.00;3.90;0.60;30.00;0.50;15.00;0.30;21.00
44183;Formacao;5.00;3.50;0.60;30.00;0.50;15.00;0.30;21.00
44184;Formacao;3.00;5.00;0.60;30.00;0.50;15.00;0.30;21.00
44185;Formacao;32.20;4.70;0.60;30.00;0.50;15.00;0.30;21.00
44186;Formacao;0.00;2.60;0.60;30.00;0.50;15.00;0.30;21.00
44187;Formacao;41.40;4.10;0.60;30.00;0.50;15.00;0.30;21.00
44188;Formacao;3.40;2.20;0.60;30.00;0.50;15.00;0.30;21.00
44189;Formacao;4.40;2.40;0.60;30.00;0.50;15.00;0.30;21.00
44190;Formacao;2.20;2.90;0.60;30.00;0.50;15.00;0.30;21.00
44191;Formacao;0.20;3.10;0.60;30.00;0.50;15.00;0.30;21.00
44192;Formacao;27.60;2.70;0.60;30.00;0.50;15.00;0.30;21.00
44193;Formacao;10.20;1.90;0.60;30.00;0.50;15.00;0.30;21.00
44194;Formacao;17.60;2.50;0.60;30.00;0.50;15.00;0.30;21.00
44195;Formacao;1.00;2.80;0.60;30.00;0.50;15.00;0.30;21.00
44652;Maturacao;10.60;3.30;0.85;75.00;0.50;37.50;0.50;37.50
44653;Maturacao;1.80;1.70;0.85;75.00;0.50;37.50;0.50;37.50
44654;Maturacao;0.00;3.60;0.85;75.00;0.50;37.50;0.50;37.50
44655;Maturacao;1.40;3.90;0.85;75.00;0.50;37.50;0.50;37.50
44656;Maturacao;3.40;3.60;0.85;75.00;0.50;37.50;0.50;37.50
44657;Maturacao;24.20;3.10;0.85;75.00;0.50;37.50;0.50;37.50
44658;Maturacao;0.00;3.00;0.85;75.00;0.50;37.50;0.50;37.50
44659;Maturacao;0.00;3.70;0.85;75.00;0.50;37.50;0.50;37.50
44660;Maturacao;1.40;3.60;0.85;75.00;0.50;37.50;0.50;37.50
44661;Maturacao;0.00;2.80;0.85;75.00;0.50;37.50;0.50;37.50
44662;Maturacao;0.00;3.30;0.85;75.00;0.50;37.50;0.50;37.50
44663;Maturacao;3.20;3.80;0.85;75.00;0.50;37.50;0.50;37.50
44664;Maturacao;4.20;2.50;0.85;75.00;0.50;37.50;0.50;37.50
44665;Maturacao;0.00;3.20;0.85;75.00;0.50;37.50;0.50;37.50
44666;Maturacao;0.00;3.10;0.85;75.00;0.50;37.50;0.50;37.50
44668;Maturacao;0.00;3.70;0.85;75.00;0.50;37.50;0.50;37.50
44669;Maturacao;0.00;3.40;0.85;75.00;0.50;37.50;0.50;37.50
44670;Maturacao;0.00;3.30;0.85;75.00;0.50;37.50;0.50;37.50
44671;Maturacao;0.00;2.80;0.85;75.00;0.50;37.50;0.50;37.50
44672;Maturacao;0.00;3.00;0.85;75.00;0.50;37.50;0.50;37.50
44673;Maturacao;0.00;3.50;0.85;75.00;0.50;37.50;0.50;37.50
44674;Maturacao;0.00;3.00;0.85;75.00;0.50;37.50;0.50;37.50
44675;Maturacao;0.00;3.30;0.85;75.00;0.50;37.50;0.50;37.50
44676;Maturacao;0.00;3.40;0.85;75.00;0.50;37.50;0.50;37.50
44677;Maturacao;0.00;2.90;0.85;75.00;0.50;37.50;0.50;37.50
44678;Maturacao;0.00;3.30;0.85;75.00;0.50;37.50;0.50;37.50
44679;Maturacao;0.00;5.30;0.85;75.00;0.50;37.50;0.50;37.50
44680;Maturacao;0.00;6.40;0.85;75.00;0.50;37.50;0.50;37.50
44681;Maturacao;1.60;5.40;0.85;75.00;0.50;37.50;0.50;37.50
44682;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
44683;Maturacao;0.00;4.20;0.85;75.00;0.50;37.50;0.50;37.50
44684;Maturacao;0.00;4.20;0.85;75.00;0.50;37.50;0.50;37.50
44685;Maturacao;4.20;5.00;0.85;75.00;0.50;37.50;0.50;37.50
44686;Maturacao;0.20;0.40;0.85;75.00;0.50;37.50;0.50;37.50
44687;Maturacao;0.00;3.60;0.85;75.00;0.50;37.50;0.50;37.50
44688;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
44689;Maturacao;0.00;4.20;0.85;75.00;0.50;37.50;0.50;37.50
44690;Maturacao;0.00;3.40;0.85;75.00;0.50;37.50;0.50;37.50
44691;Maturacao;0.00;3.20;0.85;75.00;0.50;37.50;0.50;37.50
44692;Maturacao;1.20;5.50;0.85;75.00;0.50;37.50;0.50;37.50
44693;Maturacao;0.20;2.40;0.85;75.00;0.50;37.50;0.50;37.50
44694;Maturacao;0.00;2.60;0.85;75.00;0.50;37.50;0.50;37.50
44695;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
44696;Maturacao;26.80;4.70;0.85;75.00;0.50;37.50;0.50;37.50
44697;Maturacao;10.40;1.10;0.85;75.00;0.50;37.50;0.50;37.50
44698;Maturacao;0.00;1.30;0.85;75.00;0.50;37.50;0.50;37.50
44703;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
44704;Maturacao;0.00;5.40;0.85;75.00;0.50;37.50;0.50;37.50
44705;Maturacao;0.00;5.20;0.85;75.00;0.50;37.50;0.50;37.50
44706;Maturacao;0.00;5.60;0.85;75.00;0.50;37.50;0.50;37.50
44707;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
44708;Maturacao;0.00;4.40;0.85;75.00;0.50;37.50;0.50;37.50
44709;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
44710;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
44711;Maturacao;0.00;5.30;0.85;75.00;0.50;37.50;0.50;37.50
44712;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
44713;Maturacao;0.00;3.90;0.85;75.00;0.50;37.50;0.50;37.50
44714;Maturacao;0.00;4.70;0.85;75.00;0.50;37.50;0.50;37.50
44715;Maturacao;0.00;5.60;0.85;75.00;0.50;37.50;0.50;37.50
44716;Maturacao;0.00;3.10;0.85;75.00;0.50;37.50;0.50;37.50
44717;Maturacao;0.00;4.40;0.85;75.00;0.50;37.50;0.50;37.50
44718;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
44719;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
44720;Maturacao;0.20;4.60;0.85;75.00;0.50;37.50;0.50;37.50
44721;Maturacao;0.40;1.50;0.85;75.00;0.50;37.50;0.50;37.50
44722;Maturacao;4.60;1.40;0.85;75.00;0.50;37.50;0.50;37.50
44723;Maturacao;0.00;2.30;0.85;75.00;0.50;37.50;0.50;37.50
44724;Maturacao;0.00;1.90;0.85;75.00;0.50;37.50;0.50;37.50
44726;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
44727;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
44728;Maturacao;0.00;5.20;0.85;75.00;0.50;37.50;0.50;37.50
44729;Maturacao;0.00;5.30;0.85;75.00;0.50;37.50;0.50;37.50
44730;Maturacao;0.80;5.20;0.85;75.00;0.50;37.50;0.50;37.50
44731;Maturacao;0.20;1.20;0.85;75.00;0.50;37.50;0.50;37.50
44732;Maturacao;0.00;3.70;0.85;75.00;0.50;37.50;0.50;37.50
44733;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
44734;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
44735;Maturacao;0.00;5.80;0.85;75.00;0.50;37.50;0.50;37.50
44736;Maturacao;0.00;5.30;0.85;75.00;0.50;37.50;0.50;37.50
44737;Maturacao;0.00;5.50;0.85;75.00;0.50;37.50;0.50;37.50
44738;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
44739;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
44740;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
44741;Maturacao;0.00;4.70;0.85;75.00;0.50;37.50;0.50;37.50
44742;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45017;Maturacao;6.20;4.80;0.85;75.00;0.50;37.50;0.50;37.50
45018;Maturacao;0.00;4.70;0.85;75.00;0.50;37.50;0.50;37.50
45019;Maturacao;4.60;5.70;0.85;75.00;0.50;37.50;0.50;37.50
45020;Maturacao;6.40;2.90;0.85;75.00;0.50;37.50;0.50;37.50
45021;Maturacao;5.80;3.50;0.85;75.00;0.50;37.50;0.50;37.50
45022;Maturacao;30.40;4.20;0.85;75.00;0.50;37.50;0.50;37.50
45023;Maturacao;1.60;3.90;0.85;75.00;0.50;37.50;0.50;37.50
45024;Maturacao;16.00;3.00;0.85;75.00;0.50;37.50;0.50;37.50
45025;Maturacao;24.20;2.90;0.85;75.00;0.50;37.50;0.50;37.50
45026;Maturacao;0.20;1.80;0.85;75.00;0.50;37.50;0.50;37.50
45027;Maturacao;0.00;4.70;0.85;75.00;0.50;37.50;0.50;37.50
45028;Maturacao;45.80;4.00;0.85;75.00;0.50;37.50;0.50;37.50
45029;Maturacao;0.20;2.00;0.85;75.00;0.50;37.50;0.50;37.50
45030;Maturacao;4.20;3.40;0.85;75.00;0.50;37.50;0.50;37.50
45031;Maturacao;8.00;1.50;0.85;75.00;0.50;37.50;0.50;37.50
45032;Maturacao;0.00;3.40;0.85;75.00;0.50;37.50;0.50;37.50
45033;Maturacao;0.00;4.00;0.85;75.00;0.50;37.50;0.50;37.50
45034;Maturacao;5.00;3.40;0.85;75.00;0.50;37.50;0.50;37.50
45035;Maturacao;21.40;2.40;0.85;75.00;0.50;37.50;0.50;37.50
45036;Maturacao;0.00;1.80;0.85;75.00;0.50;37.50;0.50;37.50
45037;Maturacao;0.00;3.90;0.85;75.00;0.50;37.50;0.50;37.50
45038;Maturacao;0.00;5.30;0.85;75.00;0.50;37.50;0.50;37.50
45039;Maturacao;0.00;3.10;0.85;75.00;0.50;37.50;0.50;37.50
45040;Maturacao;0.00;4.10;0.85;75.00;0.50;37.50;0.50;37.50
45041;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
45042;Maturacao;1.20;4.30;0.85;75.00;0.50;37.50;0.50;37.50
45043;Maturacao;0.20;2.50;0.85;75.00;0.50;37.50;0.50;37.50
45044;Maturacao;0.00;3.60;0.85;75.00;0.50;37.50;0.50;37.50
45045;Maturacao;0.00;3.50;0.85;75.00;0.50;37.50;0.50;37.50
45046;Maturacao;0.00;4.00;0.85;75.00;0.50;37.50;0.50;37.50
45047;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
45048;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
45049;Maturacao;0.00;5.50;0.85;75.00;0.50;37.50;0.50;37.50
45050;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
45051;Maturacao;0.00;5.20;0.85;75.00;0.50;37.50;0.50;37.50
45052;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45053;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
45054;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45055;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45056;Maturacao;0.00;3.80;0.85;75.00;0.50;37.50;0.50;37.50
45057;Maturacao;0.00;2.50;0.85;75.00;0.50;37.50;0.50;37.50
45058;Maturacao;0.00;3.60;0.85;75.00;0.50;37.50;0.50;37.50
45059;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45060;Maturacao;0.00;4.10;0.85;75.00;0.50;37.50;0.50;37.50
45061;Maturacao;0.00;4.90;0.85;75.00;0.50;37.50;0.50;37.50
45062;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
45064;Maturacao;0.00;5.30;0.85;75.00;0.50;37.50;0.50;37.50
45065;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45066;Maturacao;0.00;4.90;0.85;75.00;0.50;37.50;0.50;37.50
45067;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45068;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45069;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45070;Maturacao;0.00;3.90;0.85;75.00;0.50;37.50;0.50;37.50
45071;Maturacao;0.00;4.00;0.85;75.00;0.50;37.50;0.50;37.50
45072;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45073;Maturacao;0.00;4.70;0.85;75.00;0.50;37.50;0.50;37.50
45074;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45075;Maturacao;0.00;3.70;0.85;75.00;0.50;37.50;0.50;37.50
45076;Maturacao;0.00;3.00;0.85;75.00;0.50;37.50;0.50;37.50
45077;Maturacao;32.60;2.80;0.85;75.00;0.50;37.50;0.50;37.50
45078;Maturacao;0.20;0.70;0.85;75.00;0.50;37.50;0.50;37.50
45079;Maturacao;0.40;2.70;0.85;75.00;0.50;37.50;0.50;37.50
45080;Maturacao;0.00;3.60;0.85;75.00;0.50;37.50;0.50;37.50
45081;Maturacao;0.00;3.80;0.85;75.00;0.50;37.50;0.50;37.50
45082;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45083;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
45084;Maturacao;0.00;4.40;0.85;75.00;0.50;37.50;0.50;37.50
45085;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45086;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
45087;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
45088;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45089;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45090;Maturacao;0.80;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45091;Maturacao;0.00;2.30;0.85;75.00;0.50;37.50;0.50;37.50
45092;Maturacao;2.20;2.20;0.85;75.00;0.50;37.50;0.50;37.50
45093;Maturacao;0.40;0.70;0.85;75.00;0.50;37.50;0.50;37.50
45094;Maturacao;0.00;0.40;0.85;75.00;0.50;37.50;0.50;37.50
45096;Maturacao;0.00;3.90;0.85;75.00;0.50;37.50;0.50;37.50
45097;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
45098;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
45099;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
45100;Maturacao;0.00;4.70;0.85;75.00;0.50;37.50;0.50;37.50
45101;Maturacao;0.00;4.10;0.85;75.00;0.50;37.50;0.50;37.50
45102;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
45103;Maturacao;0.00;4.00;0.85;75.00;0.50;37.50;0.50;37.50
45104;Maturacao;0.00;4.00;0.85;75.00;0.50;37.50;0.50;37.50
45105;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45106;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
45107;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
45426;Maturacao;0.00;5.70;0.85;75.00;0.50;37.50;0.50;37.50
